# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Position East of launch (m),Position North of launch (m),CP location (cm),CG location (cm),Stability margin calibers (?)
94.858,450.54,-4.9642,-0.82155,-51.346,0.046674,NaN,NaN,NaN
95.358,448.17,-4.5291,0.87026,-52.322,0.046641,NaN,NaN,NaN
95.858,445.79,-4.9871,-0.91609,-53.281,0.046608,NaN,NaN,NaN
96.277,443.79,-4.5719,0.9923,-54.034,0.046581,NaN,NaN,NaN
96.744,441.57,-4.9036,-0.70896,-54.897,0.046552,NaN,NaN,NaN
97.244,439.2,-4.587,0.63312,-55.982,0.046521,NaN,NaN,NaN
97.744,436.82,-4.9238,-0.67361,-57.094,0.046484,NaN,NaN,NaN
98.244,434.45,-4.5664,0.71493,-58.204,0.046446,NaN,NaN,NaN
98.744,432.07,-4.945,-0.75729,-59.351,0.046408,NaN,NaN,NaN
99.143,430.17,-4.6078,0.84527,-60.189,0.046377,NaN,NaN,NaN
99.643,427.79,-4.9011,-0.58652,-61.171,0.046342,NaN,NaN,NaN
100.14,425.42,-4.5899,0.62233,-62.174,0.046308,NaN,NaN,NaN
100.64,423.04,-4.9175,-0.65523,-63.158,0.046274,NaN,NaN,NaN
101.14,420.67,-4.5657,0.70367,-64.083,0.046241,NaN,NaN,NaN
101.64,418.3,-4.9322,-0.7331,-65.027,0.04621,NaN,NaN,NaN
102.14,415.93,-4.548,0.76844,-66.001,0.046178,NaN,NaN,NaN
102.64,413.55,-4.9529,-0.80967,-66.908,0.046145,NaN,NaN,NaN
103.14,411.18,-4.5233,0.8591,-67.799,0.046114,NaN,NaN,NaN
103.64,408.81,-4.974,-0.90137,-68.743,0.046084,NaN,NaN,NaN
104.14,406.44,-4.4966,0.95486,-69.737,0.046052,NaN,NaN,NaN
104.62,404.2,-4.9693,-1.0005,-70.648,0.04602,NaN,NaN,NaN
105.12,401.84,-4.4976,0.94336,-71.533,0.045988,NaN,NaN,NaN
105.62,399.46,-4.9972,-0.99907,-72.385,0.045958,NaN,NaN,NaN
105.95,397.86,-4.6262,1.1107,-73.013,0.045938,NaN,NaN,NaN
106.45,395.48,-4.8686,-0.48479,-74.051,0.045907,NaN,NaN,NaN
106.95,393.12,-4.6021,0.53309,-75.033,0.045871,NaN,NaN,NaN
107.45,390.74,-4.8879,-0.5717,-75.986,0.045838,NaN,NaN,NaN
107.95,388.38,-4.5768,0.62217,-77.059,0.045806,NaN,NaN,NaN
108.45,386.01,-4.9058,-0.65782,-78.139,0.04577,NaN,NaN,NaN
108.95,383.64,-4.5577,0.69617,-79.09,0.045733,NaN,NaN,NaN
109.44,381.33,-4.9085,-0.71755,-80.047,0.045702,NaN,NaN,NaN
109.94,378.96,-4.5576,0.70192,-81.119,0.045669,NaN,NaN,NaN
110.44,376.59,-4.9272,-0.73931,-82.226,0.045632,NaN,NaN,NaN
110.94,374.22,-4.5315,0.79156,-83.324,0.045595,NaN,NaN,NaN
111.44,371.85,-4.9524,-0.84195,-84.391,0.045558,NaN,NaN,NaN
111.94,369.49,-4.5013,0.90233,-85.437,0.045522,NaN,NaN,NaN
112.37,367.48,-4.8972,-0.92817,-86.243,0.045492,NaN,NaN,NaN
112.87,365.12,-4.5564,0.68157,-87.043,0.04546,NaN,NaN,NaN
113.19,363.6,-4.7617,-0.63009,-87.594,0.045442,NaN,NaN,NaN
113.69,361.24,-4.6992,0.12495,-88.641,0.045413,NaN,NaN,NaN
114.19,358.87,-4.7728,-0.14713,-89.727,0.045377,NaN,NaN,NaN
114.69,356.5,-4.6967,0.15215,-90.748,0.045341,NaN,NaN,NaN
115.18,354.21,-4.7488,-0.10717,-91.603,0.045307,NaN,NaN,NaN
115.68,351.84,-4.7184,0.060713,-92.398,0.045278,NaN,NaN,NaN
116.18,349.48,-4.7511,-0.065345,-93.257,0.045251,NaN,NaN,NaN
116.68,347.11,-4.7112,0.079773,-94.085,0.045222,NaN,NaN,NaN
117.18,344.74,-4.7482,-0.073933,-94.934,0.045194,NaN,NaN,NaN
117.68,342.38,-4.7113,0.073757,-95.917,0.045165,NaN,NaN,NaN
118.18,340.01,-4.755,-0.087518,-96.967,0.045132,NaN,NaN,NaN
118.68,337.65,-4.7072,0.095685,-98.026,0.045097,NaN,NaN,NaN
119.18,335.28,-4.7569,-0.099507,-99.076,0.045061,NaN,NaN,NaN
119.68,332.92,-4.7009,0.11219,-100.15,0.045025,NaN,NaN,NaN
120.18,330.55,-4.7584,-0.11517,-101.21,0.044989,NaN,NaN,NaN
120.68,328.19,-4.6953,0.12624,-102.27,0.044953,NaN,NaN,NaN
121.18,325.83,-4.7526,-0.11459,-103.3,0.044918,NaN,NaN,NaN
121.68,323.47,-4.6929,0.1195,-104.32,0.044883,NaN,NaN,NaN
122.18,321.1,-4.7652,-0.14464,-105.39,0.044849,NaN,NaN,NaN
122.68,318.74,-4.6792,0.17196,-106.39,0.044812,NaN,NaN,NaN
123.18,316.38,-4.7776,-0.19676,-107.32,0.044779,NaN,NaN,NaN
123.68,314.01,-4.6712,0.21279,-108.27,0.044748,NaN,NaN,NaN
124.18,311.65,-4.7785,-0.2147,-109.29,0.044716,NaN,NaN,NaN
124.68,309.29,-4.6552,0.24664,-110.28,0.044681,NaN,NaN,NaN
125.18,306.93,-4.7916,-0.27268,-111.24,0.044648,NaN,NaN,NaN
125.68,304.57,-4.6493,0.28447,-112.31,0.044615,NaN,NaN,NaN
126.18,302.21,-4.7872,-0.27579,-113.31,0.04458,NaN,NaN,NaN
126.68,299.85,-4.6536,0.26717,-114.2,0.044546,NaN,NaN,NaN
127.14,297.65,-4.7599,-0.22768,-115.14,0.044518,NaN,NaN,NaN
127.63,295.34,-4.6588,0.20623,-116.13,0.044485,NaN,NaN,NaN
128.13,292.98,-4.787,-0.25653,-117.05,0.044451,NaN,NaN,NaN
128.63,290.63,-4.6449,0.2843,-117.93,0.04442,NaN,NaN,NaN
129.13,288.26,-4.8007,-0.31169,-118.78,0.04439,NaN,NaN,NaN
129.63,285.91,-4.6276,0.34631,-119.68,0.044362,NaN,NaN,NaN
130.13,283.55,-4.8117,-0.36826,-120.69,0.044331,NaN,NaN,NaN
130.63,281.19,-4.6167,0.39,-121.78,0.044297,NaN,NaN,NaN
131.13,278.83,-4.8253,-0.41726,-122.9,0.044261,NaN,NaN,NaN
131.63,276.47,-4.5975,0.45569,-124,0.044223,NaN,NaN,NaN
132.13,274.11,-4.8432,-0.49136,-125.05,0.044186,NaN,NaN,NaN
132.63,271.76,-4.5722,0.54185,-126.03,0.044151,NaN,NaN,NaN
133.13,269.4,-4.8668,-0.58921,-126.96,0.044118,NaN,NaN,NaN
133.63,267.05,-4.5442,0.64536,-127.94,0.044086,NaN,NaN,NaN
134.13,264.69,-4.8916,-0.6948,-128.95,0.044053,NaN,NaN,NaN
134.63,262.34,-4.516,0.75104,-129.96,0.04402,NaN,NaN,NaN
135.13,259.98,-4.9104,-0.78866,-130.93,0.043986,NaN,NaN,NaN
135.6,257.79,-4.5135,0.8542,-131.69,0.043955,NaN,NaN,NaN
136.1,255.43,-4.9148,-0.80269,-132.39,0.043928,NaN,NaN,NaN
136.49,253.58,-4.5641,0.89681,-132.96,0.043909,NaN,NaN,NaN
136.99,251.22,-4.8662,-0.60413,-133.81,0.043884,NaN,NaN,NaN
137.49,248.87,-4.5388,0.65479,-134.7,0.043856,NaN,NaN,NaN
137.99,246.52,-4.8856,-0.69359,-135.67,0.043826,NaN,NaN,NaN
138.49,244.16,-4.5151,0.74099,-136.69,0.043793,NaN,NaN,NaN
138.99,241.81,-4.9119,-0.79353,-137.71,0.043759,NaN,NaN,NaN
139.43,239.75,-4.5267,0.88434,-138.54,0.043729,NaN,NaN,NaN
139.86,237.7,-4.8333,-0.69939,-139.4,0.0437,NaN,NaN,NaN
140.36,235.35,-4.5613,0.54416,-140.39,0.043667,NaN,NaN,NaN
140.86,233,-4.86,-0.59743,-141.28,0.043634,NaN,NaN,NaN
141.36,230.65,-4.5284,0.66315,-142.21,0.043604,NaN,NaN,NaN
141.86,228.3,-4.8851,-0.71334,-143.29,0.043573,NaN,NaN,NaN
142.36,225.95,-4.5047,0.76079,-144.39,0.043537,NaN,NaN,NaN
142.86,223.59,-4.9129,-0.81653,-145.44,0.0435,NaN,NaN,NaN
143.36,221.25,-4.4699,0.88599,-146.48,0.043465,NaN,NaN,NaN
143.82,219.09,-4.9004,-0.9362,-147.54,0.043433,NaN,NaN,NaN
144.32,216.78,-4.4824,0.8471,-148.66,0.043395,NaN,NaN,NaN
144.82,214.43,-4.9279,-0.89099,-149.68,0.043357,NaN,NaN,NaN
145.32,212.08,-4.4483,0.95918,-150.67,0.043323,NaN,NaN,NaN
145.8,209.81,-4.947,-1.0308,-151.65,0.04329,NaN,NaN,NaN
146.25,207.71,-4.4777,1.0523,-152.51,0.04326,NaN,NaN,NaN
146.73,205.43,-4.913,-0.89706,-153.46,0.043229,NaN,NaN,NaN
147.23,203.09,-4.4611,0.90379,-154.47,0.043196,NaN,NaN,NaN
147.66,201.07,-4.8718,-0.94871,-155.38,0.043167,NaN,NaN,NaN
148.16,198.72,-4.5056,0.73247,-156.46,0.043131,NaN,NaN,NaN
148.66,196.37,-4.8966,-0.782,-157.45,0.043095,NaN,NaN,NaN
149.11,194.27,-4.5114,0.86325,-158.36,0.043065,NaN,NaN,NaN
149.61,191.92,-4.8876,-0.75244,-159.39,0.043031,NaN,NaN,NaN
150.11,189.58,-4.4788,0.81756,-160.42,0.042997,NaN,NaN,NaN
150.61,187.23,-4.9219,-0.88617,-161.49,0.042962,NaN,NaN,NaN
151.11,184.89,-4.4422,0.95953,-162.5,0.042927,NaN,NaN,NaN
151.58,182.69,-4.9242,-1.0281,-163.4,0.042895,NaN,NaN,NaN
152.05,180.48,-4.4618,0.98122,-164.32,0.042865,NaN,NaN,NaN
152.52,178.29,-4.9001,-0.93632,-165.23,0.042834,NaN,NaN,NaN
153.02,175.95,-4.4636,0.87288,-166.14,0.042802,NaN,NaN,NaN
153.49,173.74,-4.9003,-0.92521,-167.05,0.042774,NaN,NaN,NaN
153.98,171.44,-4.4636,0.88975,-168,0.042742,NaN,NaN,NaN
154.48,169.1,-4.9307,-0.93426,-168.88,0.042709,NaN,NaN,NaN
154.97,166.79,-4.4312,1.0161,-169.72,0.042681,NaN,NaN,NaN
155.35,165.04,-4.8176,-1.0211,-170.44,0.042659,NaN,NaN,NaN
155.85,162.7,-4.5526,0.53,-171.45,0.042628,NaN,NaN,NaN
156.35,160.35,-4.8371,-0.569,-172.49,0.042593,NaN,NaN,NaN
156.85,158.01,-4.5236,0.62701,-173.51,0.042559,NaN,NaN,NaN
157.35,155.67,-4.8661,-0.685,-174.49,0.042524,NaN,NaN,NaN
157.85,153.33,-4.4916,0.74903,-175.49,0.042492,NaN,NaN,NaN
158.35,150.98,-4.8931,-0.803,-176.55,0.042458,NaN,NaN,NaN
158.84,148.71,-4.4642,0.88315,-177.57,0.042424,NaN,NaN,NaN
159.33,146.4,-4.9093,-0.90315,-178.48,0.042389,NaN,NaN,NaN
159.78,144.29,-4.4778,0.96001,-179.31,0.042362,NaN,NaN,NaN
160.28,141.94,-4.905,-0.85459,-180.33,0.04233,NaN,NaN,NaN
160.78,139.61,-4.4376,0.9348,-181.41,0.042296,NaN,NaN,NaN
161.26,137.37,-4.9198,-1.0084,-182.44,0.042262,NaN,NaN,NaN
161.7,135.27,-4.4681,1.0113,-183.43,0.042229,NaN,NaN,NaN
162.2,132.93,-4.9105,-0.88491,-184.55,0.042193,NaN,NaN,NaN
162.7,130.62,-4.4306,0.9684,-185.6,0.042155,NaN,NaN,NaN
163.18,128.35,-4.9299,-1.0329,-186.58,0.042121,NaN,NaN,NaN
163.65,126.15,-4.4331,1.0548,-187.54,0.042089,NaN,NaN,NaN
164.12,123.95,-4.91,-1.0137,-188.49,0.042057,NaN,NaN,NaN
164.58,121.81,-4.4611,0.98227,-189.31,0.042027,NaN,NaN,NaN
165.06,119.59,-4.8816,-0.88663,-190.19,0.041998,NaN,NaN,NaN
165.56,117.26,-4.4525,0.85821,-191.22,0.041967,NaN,NaN,NaN
166.03,115.06,-4.8859,-0.91963,-192.18,0.041935,NaN,NaN,NaN
166.53,112.73,-4.4475,0.87683,-193.11,0.041901,NaN,NaN,NaN
167.03,110.39,-4.921,-0.94703,-194.06,0.04187,NaN,NaN,NaN
167.5,108.16,-4.428,1.0348,-194.97,0.04184,NaN,NaN,NaN
167.93,106.17,-4.8575,-1.0047,-195.82,0.041813,NaN,NaN,NaN
168.43,103.84,-4.4736,0.76792,-196.83,0.04178,NaN,NaN,NaN
168.93,101.5,-4.8935,-0.83976,-197.79,0.041746,NaN,NaN,NaN
169.41,99.281,-4.4506,0.93292,-198.75,0.041715,NaN,NaN,NaN
169.91,96.94,-4.913,-0.92476,-199.79,0.041681,NaN,NaN,NaN
170.4,94.643,-4.4143,1.0125,-200.8,0.041647,NaN,NaN,NaN
170.87,92.463,-4.9132,-1.0675,-201.77,0.041616,NaN,NaN,NaN
171.35,90.198,-4.4186,1.0188,-202.8,0.041582,NaN,NaN,NaN
171.81,88.044,-4.9006,-1.0426,-203.77,0.041549,NaN,NaN,NaN
172.3,85.761,-4.4252,0.97119,-204.73,0.041515,NaN,NaN,NaN
172.76,83.628,-4.887,-1.0076,-205.64,0.041485,NaN,NaN,NaN
173.26,81.298,-4.43,0.91401,-206.7,0.041452,NaN,NaN,NaN
173.72,79.164,-4.8804,-0.98229,-207.66,0.04142,NaN,NaN,NaN
174.22,76.835,-4.4351,0.89041,-208.68,0.041385,NaN,NaN,NaN
174.69,74.66,-4.8824,-0.95771,-209.62,0.041354,NaN,NaN,NaN
175.19,72.331,-4.4323,0.90015,-210.56,0.041321,NaN,NaN,NaN
175.64,70.219,-4.8692,-0.9621,-211.48,0.041292,NaN,NaN,NaN
176.14,67.89,-4.4456,0.84715,-212.56,0.041259,NaN,NaN,NaN
176.64,65.552,-4.9063,-0.92141,-213.64,0.041223,NaN,NaN,NaN
177.12,63.331,-4.4216,1.0177,-214.65,0.041188,NaN,NaN,NaN
177.61,61.026,-4.9215,-1.0133,-215.66,0.041154,NaN,NaN,NaN
178.06,58.933,-4.4343,1.0891,-216.55,0.041123,NaN,NaN,NaN
178.56,56.597,-4.9127,-0.95685,-217.54,0.04109,NaN,NaN,NaN
179.03,54.397,-4.4163,1.0527,-218.49,0.041059,NaN,NaN,NaN
179.51,52.165,-4.9068,-1.0247,-219.46,0.041027,NaN,NaN,NaN
179.98,49.946,-4.4153,1.0321,-220.47,0.040995,NaN,NaN,NaN
180.47,47.682,-4.9137,-1.0269,-221.51,0.040961,NaN,NaN,NaN
180.93,45.535,-4.4229,1.0672,-222.46,0.040928,NaN,NaN,NaN
181.43,43.208,-4.9172,-0.99206,-223.45,0.040893,NaN,NaN,NaN
181.86,41.178,-4.4436,1.0917,-224.33,0.040865,NaN,NaN,NaN
182.36,38.843,-4.8951,-0.9029,-225.35,0.040831,NaN,NaN,NaN
182.85,36.551,-4.4051,0.99393,-226.35,0.040797,NaN,NaN,NaN
183.31,34.445,-4.8815,-1.0504,-227.25,0.040767,NaN,NaN,NaN
183.81,32.122,-4.4117,0.9396,-228.25,0.040734,NaN,NaN,NaN
184.29,29.9,-4.9005,-1.0243,-229.2,0.040703,NaN,NaN,NaN
184.74,27.786,-4.433,1.0322,-230.11,0.040673,NaN,NaN,NaN
185.24,25.466,-4.8959,-0.93072,-231.12,0.040639,NaN,NaN,NaN
185.73,23.167,-4.3966,1.0092,-232.08,0.040606,NaN,NaN,NaN
186.13,21.343,-4.8132,-1.052,-232.8,0.040581,NaN,NaN,NaN
186.63,19.018,-4.487,0.65236,-233.65,0.040551,NaN,NaN,NaN
187.06,17.01,-4.7758,-0.66597,-234.5,0.040527,NaN,NaN,NaN
187.56,14.684,-4.5281,0.49548,-235.6,0.040494,NaN,NaN,NaN
188.06,12.353,-4.7957,-0.53527,-236.77,0.040457,NaN,NaN,NaN
188.56,10.031,-4.4919,0.60773,-237.91,0.040419,NaN,NaN,NaN
189.06,7.6993,-4.8347,-0.68566,-238.93,0.040381,NaN,NaN,NaN
189.56,5.3768,-4.4553,0.75884,-239.93,0.040347,NaN,NaN,NaN
190.06,3.0455,-4.8699,-0.82918,-240.93,0.040314,NaN,NaN,NaN
190.56,0.72556,-4.4099,0.92003,-241.91,0.040281,NaN,NaN,NaN
191.02,-1.4093,-4.8692,-0.99832,-242.84,0.040251,NaN,NaN,NaN
