9.4813 1650.9 135.69 -18.879 133.5 0.041582 258.96 199.52 3.4553
9.5313 1657.6 134.75 -18.73 134.18 0.042018 258.76 199.52 3.4437
9.5813 1664.4 133.82 -18.59 134.85 0.042455 258.72 199.52 3.4418
9.6313 1671 132.89 -18.447 135.52 0.042891 258.5 199.52 3.4286
9.6813 1677.6 131.97 -18.311 136.19 0.043328 258.41 199.52 3.4237
9.7313 1684.2 131.06 -18.181 136.85 0.043764 258.44 199.52 3.4255
9.7813 1690.7 130.16 -18.052 137.51 0.0442 258.41 199.52 3.4237
9.8313 1697.2 129.26 -17.922 138.17 0.044637 258.29 199.52 3.4164
9.8813 1703.7 128.36 -17.802 138.82 0.045073 258.42 199.52 3.4239
9.9313 1710.1 127.48 -17.691 139.47 0.04551 258.74 199.52 3.4425
9.9813 1716.4 126.59 -17.591 140.11 0.045949 259.25 199.52 3.4724
10.031 1722.7 125.72 -17.489 140.76 0.046388 258.78 199.52 3.4449
10.081 1729 124.85 -17.38 141.4 0.046829 258.57 199.52 3.4331
10.131 1735.2 123.98 -17.262 142.04 0.047272 258.66 199.52 3.4382
10.181 1741.4 123.12 -17.149 142.68 0.047716 258.67 199.52 3.4389
10.231 1747.5 122.26 -17.035 143.32 0.048162 258.73 199.52 3.4423
10.281 1753.6 121.42 -16.922 143.95 0.048609 258.84 199.52 3.4487
10.331 1759.7 120.57 -16.806 144.58 0.049057 259.05 199.52 3.461
10.381 1765.7 119.74 -16.692 145.21 0.049506 259.24 199.52 3.4718
10.431 1771.6 118.9 -16.587 145.84 0.049955 259.25 199.52 3.4722
10.481 1777.6 118.08 -16.479 146.46 0.050406 259.08 199.52 3.4624
10.531 1783.4 117.26 -16.373 147.09 0.050856 258.92 199.52 3.453
10.581 1789.3 116.44 -16.275 147.71 0.051307 258.98 199.52 3.4566
10.631 1795.1 115.63 -16.171 148.33 0.051758 258.76 199.52 3.4438
10.681 1800.9 114.82 -16.075 148.94 0.05221 258.78 199.52 3.4449
10.731 1806.6 114.02 -15.981 149.55 0.052661 258.82 199.52 3.4472
10.781 1812.3 113.22 -15.888 150.16 0.053113 258.82 199.52 3.4476
10.831 1817.9 112.43 -15.806 150.77 0.053566 259.17 199.52 3.4676
10.881 1823.5 111.64 -15.714 151.38 0.054019 259.1 199.52 3.4638
10.931 1829.1 110.86 -15.625 151.98 0.054473 259.13 199.52 3.4653
10.981 1834.6 110.08 -15.544 152.58 0.054928 259.08 199.52 3.4625
11.031 1840.1 109.31 -15.458 153.18 0.055385 259.02 199.52 3.4593
11.081 1845.5 108.53 -15.371 153.78 0.055843 259.08 199.52 3.4627
11.131 1850.9 107.77 -15.289 154.37 0.056302 259 199.52 3.458
11.181 1856.3 107.01 -15.225 154.97 0.056764 258.33 199.52 3.419
11.231 1861.6 106.25 -15.156 155.56 0.057227 257.9 199.52 3.394
11.281 1866.9 105.49 -15.082 156.15 0.057691 257.65 199.52 3.3795
11.331 1872.2 104.74 -14.995 156.74 0.058157 257.8 199.52 3.3881
11.381 1877.4 103.99 -14.904 157.33 0.058625 258.17 199.52 3.4093
11.431 1882.6 103.25 -14.824 157.91 0.059094 258.16 199.52 3.4093
11.481 1887.7 102.51 -14.74 158.5 0.059564 258.34 199.52 3.4196
11.531 1892.8 101.77 -14.651 159.08 0.060036 258.78 199.52 3.445
11.581 1897.9 101.04 -14.563 159.66 0.060508 259.04 199.52 3.4601
11.631 1902.9 100.32 -14.476 160.24 0.06098 258.51 199.52 3.4292
11.681 1907.9 99.596 -14.384 160.82 0.061454 257.62 199.52 3.3774
11.731 1912.9 98.879 -14.299 161.4 0.061927 257 199.52 3.3414
11.781 1917.8 98.165 -14.227 161.97 0.062401 256.86 199.52 3.3334
11.831 1922.7 97.456 -14.16 162.54 0.062874 256.95 199.52 3.3388
11.881 1927.6 96.749 -14.108 163.11 0.063348 257.71 199.52 3.3826
11.931 1932.4 96.045 -14.051 163.67 0.063822 258.19 199.52 3.4107
11.981 1937.2 95.344 -13.98 164.23 0.064295 257.89 199.52 3.3934
12.031 1941.9 94.647 -13.921 164.79 0.064769 258.19 199.52 3.4108
12.081 1946.6 93.952 -13.859 165.35 0.065243 258.27 199.52 3.4156
12.131 1951.3 93.261 -13.797 165.91 0.065717 258.27 199.52 3.4152
12.181 1956 92.572 -13.753 166.46 0.066192 259.1 199.52 3.4636
12.231 1960.6 91.886 -13.711 167.02 0.066668 258.28 199.52 3.4161
12.281 1965.1 91.201 -13.658 167.57 0.067145 257.99 199.52 3.399
12.331 1969.7 90.52 -13.606 168.12 0.067622 257.66 199.52 3.38
12.381 1974.2 89.841 -13.551 168.67 0.068102 257.5 199.52 3.3708
12.431 1978.7 89.165 -13.493 169.21 0.068582 257.47 199.52 3.3689
12.481 1983.1 88.491 -13.442 169.76 0.069064 257.19 199.52 3.3523
12.531 1987.5 87.821 -13.393 170.31 0.069548 256.85 199.52 3.3329
12.581 1991.9 87.152 -13.327 170.85 0.070033 257.16 199.52 3.3506
12.631 1996.2 86.488 -13.253 171.4 0.070519 257.82 199.52 3.3892
12.681 2000.5 85.827 -13.183 171.94 0.071007 258.43 199.52 3.4247
12.731 2004.8 85.17 -13.115 172.49 0.071496 259.03 199.52 3.4599
12.781 2009.1 84.515 -13.058 173.03 0.071987 258.97 199.52 3.4564
